NAME,HOUSENUM,STREETNAME,ADDRESS,ZIP,CITY
"Bedford Stuyvesant Ecd Center, Inc.",262,LEXINGTON AVENUE,262 LEXINGTON AVENUE,11216,Brooklyn
Community Life Center Adair House Hs,23,WEST 124 STREET,23 WEST 124 STREET,10027,New York
Salem Day Care Ctr,211,WEST 129 STREET,211 WEST 129 STREET,10027,New York
Community Life Center St.,225,WEST 129 STREET,225 WEST 129 STREET,10027,New York
Chama Child Development Center,218,WEST 147 STREET,218 WEST 147 STREET,10039,New York
United Fed'N/Black Com Org Chi,474,WEST 159 STREET,474 WEST 159 STREET,10032,New York
Washington Heights Ccc,610,WEST 175 STREET,610 WEST 175 STREET,10033,New York
Manhattan Nursery School I/T,38,WEST 32 STREET,38 WEST 32 STREET,10001,New York
American Red Cross Emergency Family Center,515,WEST 41 STREET,515 WEST 41 STREET,10036,New York
Westside Tender Care I-A&I-B,5,WEST 63 STREET,5 WEST 63 STREET,10023,New York
Stephen Wise Ecc,30,WEST 68 STREET,30 WEST 68 STREET,10023,New York
Columbus Park West Nursery,100,WEST 94 STREET,100 WEST 94 STREET,10025,New York
The Studio Elementary School,124,WEST 95 STREET,124 WEST 95 STREET,10025,New York
"Ade Child Care Center, Inc.",506,MCDONOUGH STREET,506 MCDONOUGH STREET,11233,Brooklyn
Hamilton Madison House Hs,77,MARKET STREET,77 MARKET STREET,10002,New York
Christ Church Day,520,PARK AVENUE,520 PARK AVENUE,10021,New York
Riverside Early Learning Center,202,RIVERSIDE DRIVE,202 RIVERSIDE DRIVE,10025,New York
The Riverside Church Weekday School,490,RIVERSIDE DRIVE,490 RIVERSIDE DRIVE,10027,New York
Citizens Care Dcc Ii,2322,THIRD AVENUE,2322 THIRD AVENUE,10035,New York
The International Preschools,57,WEST 75 STREET,57 WEST 75 STREET,10023,New York
Bloomingdale Family Program Hs,125,WEST 109 STREET,125 WEST 109 STREET,10025,New York
Bank Street Family Center,610,WEST 112 STREET,610 WEST 112 STREET,10025,New York
Family Annex,560,WEST 113 STREET,560 WEST 113 STREET,10025,New York
St. Malachy Child Development Center,220,HENDRIX STREET,220 HENDRIX STREET,11207,Brooklyn
Freewill Day Care Center,16,HOWARD AVENUE,16 HOWARD AVENUE,11221,Brooklyn
The Faimly&Life Center Mt. Ararat,425,HOWARD AVENUE,425 HOWARD AVENUE,11233,Brooklyn
Alonzo A. Daughtry Memorial Dcc Inc. #2,333,SECOND STREET,333 SECOND STREET,11215,Brooklyn
Peaceable Sch- Montessori,33,SEVENTH AVENUE,33 SEVENTH AVENUE,11217,Brooklyn
Love-In-Action Dcc # 2,33,SOMERS STREET,33 SOMERS STREET,11233,Brooklyn
Nuestros Ninos Child Development School,384,SOUTH 4 STREET,384 SOUTH 4 STREET,11211,Brooklyn
Stagg Street Center For Children,77,STAGG STREET,77 STAGG STREET,11206,Brooklyn
Skazka Day Care,1784,STILLWELL AVENUE,1784 STILLWELL AVENUE,11223,Brooklyn
Stillwell Ave. Prep & Nursery,1990,STILLWELL AVENUE,1990 STILLWELL AVENUE,11223,Brooklyn
Ywca Montessori Day School,30,THIRD AVENUE,30 THIRD AVENUE,11217,Brooklyn
Teremok Dcc,2165,CONEY ISLAND AVENUE,2165 CONEY ISLAND AVENUE,11223,Brooklyn
Shorefront Ym-Ywha,3300,CONEY ISLAND AVENUE,3300 CONEY ISLAND AVENUE,11235,Brooklyn
Ohel Sarah Dcc,771,CROWN STREET,771 CROWN STREET,11213,Brooklyn
Bedford Stuyvesant,265,DECATUR STREET,265 DECATUR STREET,11233,Brooklyn
Bruner Developmenal Disabilities Center At Brookdale Hospital,9706,CHURCH AVENUE,9706 CHURCH AVENUE,11212,Brooklyn
Little Angel Day Care Center,899,CLARKSON AVENUE,899 CLARKSON AVENUE,11203,Brooklyn
Open Door Ccc,820,COLUMBUS AVENUE,820 COLUMBUS AVENUE,10025,New York
Dr. Richard Green Lc Hs,450,CASTLE HILL AVENUE,450 CASTLE HILL AVENUE,10473,Bronx
East Bronx N.A.A.C.P. Dcc,1113,COLGATE AVENUE,1113 COLGATE AVENUE,10472,Bronx
Lighthouse Pre-School,80,BOWERY,80 BOWERY,10013,New York
Betances Ecdc,528,EAST 146 STREET,528 EAST 146 STREET,10455,Bronx
The Playgroup Cooperative,32,CARMINE STREET,32 CARMINE STREET,10014,New York
Ebenezer Dcc Pre-School,4302,AVENUE D,4302 AVENUE D,11203,Brooklyn
Blue Clues Day Care,4111,AVENUE J,4111 AVENUE J,11210,Brooklyn
Big Apple Dcc,8702,AVENUE L,8702 AVENUE L,11236,Brooklyn
Small Wonders Learning Center,3012,AVENUE M,3012 AVENUE M,11210,Brooklyn
T.I.P.S.E. Inc.,2761,BATH AVENUE,2761 BATH AVENUE,11214,Brooklyn
Association Of Black Social Workers Cdc,1005,BEDFORD AVENUE,1005 BEDFORD AVENUE,11205,Brooklyn
Over The Rainbow Day Care,33,CENTRAL AVENUE,33 CENTRAL AVENUE,10301,Staten Island
Little Miracles,150,GRANITE AVENUE,150 GRANITE AVENUE,10303,Staten Island
Silver Lake Hs,10,GREGG PLACE,10 GREGG PLACE,10301,Staten Island
Tender Care On The Mount,6581,HYLAN BOULEVARD,6581 HYLAN BOULEVARD,10309,Staten Island
Children's Playhouse I/T,85,MONAHAN AVENUE,85 MONAHAN AVENUE,10314,Staten Island
The Gingerbread Learning Center,471,NORTH GANNON AVENUE,471 NORTH GANNON AVENUE,10314,Staten Island
New Morning Day Care Center,141,PARKHILL AVENUE,141 PARKHILL AVENUE,10304,Staten Island
The Foresight School,2221,RICHMOND AVENUE,2221 RICHMOND AVENUE,10314,Staten Island
Community Resources Pre-School,3651,RICHMOND ROAD,3651 RICHMOND ROAD,10306,Staten Island
Staten Island Pre Sch,145,ROSS AVENUE,145 ROSS AVENUE,10306,Staten Island
Celebration For Kids,75,SKYLINE DRIVE,75 SKYLINE DRIVE,10304,Staten Island
The Village Pre-Sch,76,ST ALBANS PLACE,76 ST ALBANS PLACE,10312,Staten Island
All Saints Kiddie Campus,2329,VICTORY BOULEVARD,2329 VICTORY BOULEVARD,10314,Staten Island
The Children's Center - Csi Assoc. Inc.,2800,VICTORY BOULEVARD,2800 VICTORY BOULEVARD,10314,Staten Island
Jewish Community Center Of Staten Island,485,VICTORY BOULEVARD,485 VICTORY BOULEVARD,10301,Staten Island
Zion Lutheran Preschool,505,WATCHOGUE ROAD,505 WATCHOGUE ROAD,10314,Staten Island
American European Child Care Dcc,2150,BENSON AVENUE,2150 BENSON AVENUE,11214,Brooklyn
Bedford Avenue Dcc,40,BREVOORT PLACE,40 BREVOORT PLACE,11216,Brooklyn
Sunshine Day Care,3096,BRIGHTON 6 STREET,3096 BRIGHTON 6 STREET,11235,Brooklyn
Teremok Inc Dcc,1182,BRIGHTON BEACH AVENUE,1182 BRIGHTON BEACH AVENUE,11235,Brooklyn
Big Apple Dcc,2114,BROWN STREET,2114 BROWN STREET,11229,Brooklyn
John Coker Dcc,1375,BUSHWICK AVENUE,1375 BUSHWICK AVENUE,11207,Brooklyn
Ella Baker/Charles Romain Cdc,1150,CARROLL STREET,1150 CARROLL STREET,11225,Brooklyn
Old First Nursery Sch,729,CARROLL STREET,729 CARROLL STREET,11215,Brooklyn
Children's Workshop Of 5th Ave,295,5 AVENUE,295 5 AVENUE,11215,Brooklyn
Gan Eden Pre-School,78-15,PARSONS BOULEVARD,78-15 PARSONS BOULEVARD,11366,Fresh Meadows
Hammel Child Care Center,82-10,ROCKAWAY BEACH BOULEVARD,82-10 ROCKAWAY BEACH BOULEVARD,11693,Far Rockaway
Visiting Nurse Service Hs,86-01,ROCKAWAY BEACH BOULEVARD,86-01 ROCKAWAY BEACH BOULEVARD,11693,Far Rockaway
Kamaja Multi Cultural Dcc,140-18,ROCKAWAY BOULEVARD,140-18 ROCKAWAY BOULEVARD,11436,Jamaica
New A Rum Nursery School,140-20,SANFORD AVENUE,140-20 SANFORD AVENUE,11355,Flushing
Holy Mountain Nursery #4,45-08,SKILLMAN AVENUE,45-08 SKILLMAN AVENUE,11104,Sunnyside
Carol's Educare Ccc,113-15,SPRINGFIELD BOULEVARD,113-15 SPRINGFIELD BOULEVARD,11429,Queens Village
Bright Hope Nur Educational Ctr.,109-37,SUTPHIN BOULEVARD,109-37 SUTPHIN BOULEVARD,11435,Jamaica
True Deliverance Christian School I/T,188-15,TURIN DRIVE,188-15 TURIN DRIVE,11412,Saint Albans
Rego Park Day School #1,63-44,WETHEROLE STREET,63-44 WETHEROLE STREET,11374,Rego Park
Small World Preschool,144,BLOOMINGDALE ROAD,144 BLOOMINGDALE ROAD,10309,Staten Island
Montessori Sch Of Ny,105,8 AVENUE,105 8 AVENUE,11215,Brooklyn
Avenue B Christian Academy,9214,AVENUE B,9214 AVENUE B,11236,Brooklyn
The Nursery Infant Toddler Center,130,FT WASHINGTON AVENUE,130 FT WASHINGTON AVENUE,10032,New York
Prince Hall Colonial Park Dcc,159-44,HARLEM RIVER DRIVE,159-44 HARLEM RIVER DRIVE,10039,New York
West Village Nursery School,73,HORATIO STREET,73 HORATIO STREET,10014,New York
Minisink Headstart,646,LENOX AVENUE,646 LENOX AVENUE,10037,New York
Archdiocese Sacred Heart Hs I,95,WEST 168 STREET,95 WEST 168 STREET,10452,Bronx
The Shield Institute Bronx W E.L.C.,200,WEST TREMONT AVENUE,200 WEST TREMONT AVENUE,10453,Bronx
"La Peninsula Community Inc., Hs",1871,WALTON AVENUE,1871 WALTON AVENUE,10453,Bronx
North Bronx N.C.N.W. Cdc,4035,WHITE PLAINS ROAD,4035 WHITE PLAINS ROAD,10466,Bronx
Yeshiva Head Start,4706,10 AVENUE,4706 10 AVENUE,11219,Brooklyn
Storybook Land,8638,20 AVENUE,8638 20 AVENUE,11214,Brooklyn
Congregation Zera Kodish,1237,48 STREET,1237 48 STREET,11219,Brooklyn
Shira Head Start Chasan Sofer,1717,49 STREET,1717 49 STREET,11204,Brooklyn
Carousel Corner Pre-School,7420,4 AVENUE,7420 4 AVENUE,11209,Brooklyn
Grace Nursery School,7604,4 AVENUE,7604 4 AVENUE,11209,Brooklyn
Shira Head Start Yesodei Hatorah,1350,50 STREET,1350 50 STREET,11219,Brooklyn
Riverdale Country School,4930,PALISADES AVENUE,4930 PALISADES AVENUE,10471,Bronx
Pelham Child Dev Ctr.,1431,PELHAM PARKWAY NORTH,1431 PELHAM PARKWAY NORTH,10469,Bronx
Highbridge Adv Council River Park Dc,28,RICHMAN PLAZA,28 RICHMAN PLAZA,10453,Bronx
Ileana D. Rodriguez Dcc,500,SOUTHERN BOULEVARD,500 SOUTHERN BOULEVARD,10455,Bronx
Wake Eden Christian Academy,2070,STRANG AVENUE,2070 STRANG AVENUE,10466,Bronx
"Love, Peace&Joy Pre-School&Kindergarten",220-03,HEMPSTEAD AVENUE,220-03 HEMPSTEAD AVENUE,11429,Queens Village
Jamaica Kids I/T,1,JAMAICA CENTER PLAZA,1 JAMAICA CENTER PLAZA,11432,Jamaica
"Abc Pre-School, Inc.",66-26,LAUREL HILL BOULEVARD,66-26 LAUREL HILL BOULEVARD,11377,Woodside
Human Resource Center Of St. Albans Hs,172-17,LINDEN BOULEVARD,172-17 LINDEN BOULEVARD,11434,Jamaica
First Faith Baptist Church Accessary Church,224-07,LINDEN BOULEVARD,224-07 LINDEN BOULEVARD,11411,Cambria Heights
Little Flowers Ecc,234-10,MERRICK BOULEVARD,234-10 MERRICK BOULEVARD,11422,Rosedale
Christ The King Community Day Care I/T,68-02,METROPOLITAN AVENUE,68-02 METROPOLITAN AVENUE,11379,Middle Village
Circle Of Friends Early Learning Center,41-54,MURRAY STREET,41-54 MURRAY STREET,11355,Flushing
James Weldon Johnson Hs,2205,FIRST AVENUE,2205 FIRST AVENUE,10029,New York
Monticello Day Care Center,2211,FIRST AVENUE,2211 FIRST AVENUE,10029,New York
Prospect Community Dc,730,KELLY STREET,730 KELLY STREET,10455,Bronx
Jay Kay Early Educational Ctr.,485,LOGAN AVENUE,485 LOGAN AVENUE,10465,Bronx
La Peninsula Head Start,711,MANIDA STREET,711 MANIDA STREET,10474,Bronx
For Kids Only,900,MORRIS PARK AVENUE,900 MORRIS PARK AVENUE,10462,Bronx
Manhattan Early Planning,328,EAST 62 STREET,328 EAST 62 STREET,10021,New York
Lenox Hill Ecc Hs Dc,331,EAST 70 STREET,331 EAST 70 STREET,10021,New York
Early Learning Center Of Temple Israel,112,EAST 75 STREET,112 EAST 75 STREET,10021,New York
The Hewitt School,45,EAST 75 STREET,45 EAST 75 STREET,10021,New York
Park Avenue Methodist Church Dc School,106,EAST 86 STREET,106 EAST 86 STREET,10028,New York
Action For Progress Dcc,255,EAST HOUSTON STREET,255 EAST HOUSTON STREET,10002,New York
Grand Street Settlement Ccc,300,DELANCEY STREET,300 DELANCEY STREET,10002,New York
Central Synagogue Nursery School,123,EAST 55 STREET,123 EAST 55 STREET,10022,New York
"Love, Peace&Joy I/T",111-12,FARMERS BOULEVARD,111-12 FARMERS BOULEVARD,11412,Saint Albans
Herbert Birch Ecc,145-02,FARMERS BOULEVARD,145-02 FARMERS BOULEVARD,11434,Jamaica
Herbert G. Birch Hs&Unv Pre-K,145-02,FARMERS BOULEVARD,145-02 FARMERS BOULEVARD,11434,Jamaica
Stepping Stone Pre-School,114-30,FRANCIS LEWIS BOULEVARD,114-30 FRANCIS LEWIS BOULEVARD,11411,Cambria Heights
Abc Jamie Rose Hs,318,EAST 116 STREET,318 EAST 116 STREET,10029,New York
Odessey House Infant Toddler Family Center,13,WARDS ISLAND,13 WARDS ISLAND,10035,New York
Touro College,240,EAST 123 STREET,240 EAST 123 STREET,10035,New York
The Family School-Toddler,323,EAST 47 STREET,323 EAST 47 STREET,10017,New York
Concourse Dcc Inc.,100,EAST MT EDEN AVENUE,100 EAST MT EDEN AVENUE,10452,Bronx
The Life Skills Home Training Turorial Program,3051,EAST TREMONT AVENUE,3051 EAST TREMONT AVENUE,10461,Bronx
Jade Multi Family Circle Center Inc.,3471,FENTON AVENUE,3471 FENTON AVENUE,10469,Bronx
Ahrc Astoria Blue Feather Ecp,27-07,8 STREET,27-07 8 STREET,11102,Astoria
Sholom Day Care,82-52,ABINGDON ROAD,82-52 ABINGDON ROAD,11415,Kew Gardens
Ccs Montessori Center,165-21,BAISLEY BOULEVARD,165-21 BAISLEY BOULEVARD,11434,Jamaica
Bethel Mission Loving Dcc,Mar-38,BEACH 56 STREET,13940 BEACH 56 STREET,11692,Arverne
Hammels-Arverne Dcc,16-Feb,BEACH 87 STREET,43512 BEACH 87 STREET,11693,Far Rockaway
Noah's Ark Progressive Learning Center Inc.,38-20,BELL BOULEVARD,38-20 BELL BOULEVARD,11361,Bayside
Little Friends School Elmhurst,85-03,BRITTON AVENUE,85-03 BRITTON AVENUE,11373,Elmhurst
Miss D's Playgroup Dc Inc.,16-12,CENTRAL AVENUE,16-12 CENTRAL AVENUE,11691,Far Rockaway
Augustana Lutheran Pre-School,69-05,DITMARS BOULEVARD,69-05 DITMARS BOULEVARD,11370,East Elmhurst
Hac Paradise Learning Center,258,EAST 165 STREET,258 EAST 165 STREET,10456,Bronx
H.E.L.P. Morris E.C.P.,285,EAST 171 STREET,285 EAST 171 STREET,10457,Bronx
Bronx River Day Care Center,1555,EAST 174 STREET,1555 EAST 174 STREET,10472,Bronx
As The Twig Is Bent Cc,355,EAST 183 STREET,355 EAST 183 STREET,10458,Bronx
Bronx Baptist Daycare&Learning Center,331,EAST 187 STREET,331 EAST 187 STREET,10458,Bronx
Rainbow Day Care Center Inc.,1340,EAST 29 STREET,1340 EAST 29 STREET,11210,Brooklyn
Marine Park Day School,1972,EAST 34 STREET,1972 EAST 34 STREET,11234,Brooklyn
"Radauga Day Care, Inc.",2546,EAST 7 STREET,2546 EAST 7 STREET,11235,Brooklyn
Parkway Pre Sch,801,EAST NEW YORK AVENUE,801 EAST NEW YORK AVENUE,11203,Brooklyn
Union Temple Preschool,17,EASTERN PARKWAY,17 EASTERN PARKWAY,11238,Brooklyn
Morah Bashys Nursery,411,ELMWOOD AVENUE,411 ELMWOOD AVENUE,11230,Brooklyn
Yeled V'Yalda Early Head Start,6012,FARRAGUT ROAD,6012 FARRAGUT ROAD,11236,Brooklyn
Duffield Children's Ctr Hs,101,FLEET PLACE,101 FLEET PLACE,11201,Brooklyn
Bbcs/Duffield Children's Ctr,101,FLEET PLACE,101 FLEET PLACE,11201,Brooklyn
Robert F. Kennedy Ccc,741,FLUSHING AVENUE,741 FLUSHING AVENUE,11206,Brooklyn
B.D.C. Early Childhood Svs,888,FOUNTAIN AVENUE,888 FOUNTAIN AVENUE,11208,Brooklyn
Yeled V'Yalda Head Start,12,FRANKLIN AVENUE,12 FRANKLIN AVENUE,11211,Brooklyn
Love In Action #1 Dcc,2071,FULTON STREET,2071 FULTON STREET,11233,Brooklyn
New Life Day Care Center,406,GROVE STREET,406 GROVE STREET,11237,Brooklyn
Ywca Early Learning Center,610,LEXINGTON AVENUE,610 LEXINGTON AVENUE,10022,New York
Collegiate School,260,WEST 78 STREET,260 WEST 78 STREET,10024,New York
Collegiate Pre-School,370,WEST END AVENUE,370 WEST END AVENUE,10024,New York
Buckle My Shoe Nursery School,40,WORTH STREET,40 WORTH STREET,10013,New York
Heartshare Matilda Raffa,115-15,101 AVENUE,115-15 101 AVENUE,11419,South Richmond Hill
Matilda Raffa Cuomo First Step Childhood Center P/S,115-15,101 AVENUE,115-15 101 AVENUE,11419,South Richmond Hill
Concerned Parents Of Jamaica Dcc,143-04,101 AVENUE,143-04 101 AVENUE,11435,Jamaica
Earth Angels Kiddie Center Inc.,81-05,101 AVENUE,81-05 101 AVENUE,11416,Ozone Park
Therese Cervini Hs Annex,35-33,104 STREET,35-33 104 STREET,11368,Corona
"Once Upon A Time, Inc.",87-61,111 STREET,87-61 111 STREET,11418,Richmond Hill
St. John's Lutheran School,22-01,123 STREET,22-01 123 STREET,11356,College Point
Rochdale Village Kindergarten,170-10,130 AVENUE,170-10 130 AVENUE,11434,Jamaica
Rochdale Village Nursery School,170-20,130 AVENUE,170-20 130 AVENUE,11434,Jamaica
Laurelton Springfield Com Dcc,216-02,137 AVENUE,216-02 137 AVENUE,11413,Springfield Gardens
Holy Mountain Nursery Iii,31-70,138 STREET,31-70 138 STREET,11354,Flushing
Grace Church Co-Oerative Playschool,151-17,14 ROAD,151-17 14 ROAD,11357,Whitestone
Mini Nursery,65-76,162 STREET,65-76 162 STREET,11365,Fresh Meadows
A Special Place For Kids,89-14,163 STREET,89-14 163 STREET,11432,Jamaica
United Cerebral Palsy Of Queens,82-25,164 STREET,82-25 164 STREET,11432,Jamaica
Our Savior Lutheran Pre-Sch,90-04,175 STREET,90-04 175 STREET,11432,Jamaica
Bffy/St. Barbara's Hs,139,MENAHAN STREET,139 MENAHAN STREET,11221,Brooklyn
Inovative Learning Center,50,MONROE PLACE,50 MONROE PLACE,11201,Brooklyn
Nayema Universal Ccc Inc.,1107,NEWKIRK AVENUE,1107 NEWKIRK AVENUE,11230,Brooklyn
Fantasia Dcc,2743,OCEAN AVENUE,2743 OCEAN AVENUE,11229,Brooklyn
Shirley Chisholm Dc #1,2023,PACIFIC STREET,2023 PACIFIC STREET,11233,Brooklyn
Shirley Chisholm Dcc,2023,PACIFIC STREET,2023 PACIFIC STREET,11233,Brooklyn
Medgar Evers Hs,237,PARK PLACE,237 PARK PLACE,11238,Brooklyn
Park Place Day Care Center,963,PARK PLACE,963 PARK PLACE,11213,Brooklyn
Pal Arnold & Marie Schwartz Hs,127,PENNSYLVANIA AVENUE,127 PENNSYLVANIA AVENUE,11207,Brooklyn
"Faith, Hope&Charity #5",2505,PITKIN AVENUE,2505 PITKIN AVENUE,11208,Brooklyn
Friends Of Crown Heights #2,671,PROSPECT PLACE,671 PROSPECT PLACE,11216,Brooklyn
Little Scholar's Day Care Center,1701,RALPH AVENUE,1701 RALPH AVENUE,11236,Brooklyn
Praise The Lord Dc,629,REMSEN AVENUE,629 REMSEN AVENUE,11236,Brooklyn
Packer Collegiate Institute,120,JORALEMON STREET,120 JORALEMON STREET,11201,Brooklyn
Yeshiva Head Start,274,KEAP STREET,274 KEAP STREET,11211,Brooklyn
Community & Parents Dc.,349,KEAP STREET,349 KEAP STREET,11211,Brooklyn
Mosdoth Dcc,420,LEFFERTS AVENUE,420 LEFFERTS AVENUE,11225,Brooklyn
The Children's Center At Sunny Brooklyn,440,LENOX ROAD,440 LENOX ROAD,11203,Brooklyn
First Presbyterian Church N/S,12,WEST 12 STREET,12 WEST 12 STREET,10011,New York
Annunciation Sch,461,WEST 131 STREET,461 WEST 131 STREET,10027,New York
Nubian Day Care Inc.,229,WEST 135 STREET,229 WEST 135 STREET,10030,New York
Child Grace Head Start,310,WEST 139 STREET,310 WEST 139 STREET,10030,New York
Buckle My Shoe Nursery School,230,WEST 13 STREET,230 WEST 13 STREET,10011,New York
St. John's Pre-K,448,WEST 152 STREET,448 WEST 152 STREET,10031,New York
North Presbyterian Hs,529,WEST 155 STREET,529 WEST 155 STREET,10032,New York
Corlears School,324,WEST 15 STREET,324 WEST 15 STREET,10011,New York
Amac Children's Center,25,WEST 17 STREET,25 WEST 17 STREET,10011,New York
The Kids Korner Pre-School,247,WEST 24 STREET,247 WEST 24 STREET,10011,New York
Child Development Center,120,WEST 57 STREET,120 WEST 57 STREET,10019,New York
Children's Center Of John Jay College,445,WEST 59 STREET,445 WEST 59 STREET,10019,New York
West Side Tender Care Ii&Iii,5,WEST 63 STREET,5 WEST 63 STREET,10023,New York
Stephen Wise Early Childhood Center,30,WEST 68 STREET,30 WEST 68 STREET,10023,New York
Gananu Early Learning Center,120,WEST 76 STREET,120 WEST 76 STREET,10023,New York
Brownstone School&Dcc,128,WEST 80 STREET,128 WEST 80 STREET,10024,New York
The Dwight School,18,WEST 89 STREET,18 WEST 89 STREET,10024,New York
Chabad Child Care Toddler,102,WEST 92 STREET,102 WEST 92 STREET,10025,New York
Lincoln Day Care Center,680,LINCOLN AVENUE,680 LINCOLN AVENUE,11208,Brooklyn
Helen Owen Carey Cdc,71,LINCOLN PLACE,71 LINCOLN PLACE,11217,Brooklyn
The Children's Corner,565,LIVONIA AVENUE,565 LIVONIA AVENUE,11207,Brooklyn
Madison Playgroup,921,MADISON AVENUE,921 MADISON AVENUE,10021,New York
Hamilton Madison House Hs,50,MADISON STREET,50 MADISON STREET,10038,New York
Chinatown Headstart,180,MOTT STREET,180 MOTT STREET,10012,New York
The Children's Learning Ctr @ Hunter College,695,PARK AVENUE,695 PARK AVENUE,10021,New York
Riverside Head Start,800,RIVERSIDE DRIVE,800 RIVERSIDE DRIVE,10032,New York
Riverside Early Learning Center,202,RIVERSIDE DRIVE,202 RIVERSIDE DRIVE,10025,New York
Columbia Green House,404,WEST 116 STREET,404 WEST 116 STREET,10027,New York
St. Malachy Child Development Center,220,HENDRIX STREET,220 HENDRIX STREET,11207,Brooklyn
Bishop Sexton Head Start,933,HERKIMER STREET,933 HERKIMER STREET,11233,Brooklyn
St. Peter's Pre-Sch,105,HIGHLAND PLACE,105 HIGHLAND PLACE,11208,Brooklyn
Bethel Baptist Dcc,242,HOYT STREET,242 HOYT STREET,11217,Brooklyn
Irving Place Development Center,81,IRVING PLACE,81 IRVING PLACE,11238,Brooklyn
Bethesda Dcc,319,STANHOPE STREET,319 STANHOPE STREET,11237,Brooklyn
The Salvation Army Ridgewood Dcc,110,STARR STREET,110 STARR STREET,11237,Brooklyn
Strong Place Day Care Ctr,56,STRONG PLACE,56 STRONG PLACE,11231,Brooklyn
Advent Day Care Center,265,SUMPTER STREET,265 SUMPTER STREET,11233,Brooklyn
Otsar Early Childhood Center,2324,WEST 13 STREET,2324 WEST 13 STREET,11223,Brooklyn
Community Church Pre-K,81-10,35 AVENUE,81-10 35 AVENUE,11372,Jackson Heights
Pal Western Qns Nur Sch,20-Oct,41 AVENUE,43758 41 AVENUE,11101,Long Island City
Holy Mountain Nursery #1,41-05,45 STREET,41-05 45 STREET,11104,Sunnyside
Herbert G. Birch/Western Qns Ecc.,24-Oct,49 AVENUE,43762 49 AVENUE,11101,Long Island City
Sesame Sprout Inc.,96-08,57 AVENUE,96-08 57 AVENUE,11368,Corona
"Evelin's Windulane, Inc. ""Happy Towers Dcc""",13,WEST END AVENUE,13 WEST END AVENUE,11235,Brooklyn
Children's Day Treatment Program,1727,AMSTERDAM AVENUE,1727 AMSTERDAM AVENUE,10031,New York
C.P.C. Jacob Riis Ccc,108,AVENUE D,108 AVENUE D,10009,New York
John A. Colemn,590,AVENUE OF AMERICAS,590 AVENUE OF AMERICAS,10011,New York
Project Chance Mcmurray Nursery,44,ROCKWELL PLACE,44 ROCKWELL PLACE,11217,Brooklyn
Co-Op City Cdc,100,ALDRICH STREET,100 ALDRICH STREET,10475,Bronx
Parkchester Early Learning Center,71,METROPOLITAN OVAL,71 METROPOLITAN OVAL,10306,Staten Island
Therapy And Learning Center Inc.,1723,8 AVENUE,1723 8 AVENUE,11215,Brooklyn
Pal/W.O.C.E. Head Start,280,LIVONIA AVENUE,280 LIVONIA AVENUE,11212,Brooklyn
Greenpoint Ymca Nursery School,99,MESEROLE AVENUE,99 MESEROLE AVENUE,11222,Brooklyn
St. John's Plsace Familty Center D.C. Program,1620,SAINT JOHNS PLACE,1620 SAINT JOHNS PLACE,11233,Brooklyn
Lighthouse Pre-Sch,80,BOWERY,80 BOWERY,10013,New York
Odessey House Family Center Preschool,219,EAST 121 STREET,219 EAST 121 STREET,10035,New York
L.E.S.C Short Stat Dcc I/T,7,GOUVERNEUR SLIP EAST,7 GOUVERNEUR SLIP EAST,10002,New York
Family Annex,560,WEST 113 STREET,560 WEST 113 STREET,10025,New York
Washington Square Dcc,137,WEST 4 STREET,137 WEST 4 STREET,10012,New York
Parson's Preschool Annex,83-46,PARSONS BOULEVARD,83-46 PARSONS BOULEVARD,11432,Jamaica
Labor Bathgate Comm Ccc,1638,ANTHONY AVENUE,1638 ANTHONY AVENUE,10457,Bronx
Shell's Kids Inc. I/T,985,ASTOR AVENUE,985 ASTOR AVENUE,10469,Bronx
Archdiocese Marble Hill Hs,5480,BROADWAY,5480 BROADWAY,10463,Bronx
Kid Krazy Ecdc,21-25,21 AVENUE,21-25 21 AVENUE,11105,Astoria
Grace Day Care,89-00,23 AVENUE,89-00 23 AVENUE,11369,East Elmhurst
Jackson Children's Service,88-23,31 AVENUE,88-23 31 AVENUE,11369,East Elmhurst
Adventureland Of Astoria,31-34,33 STREET,31-34 33 STREET,11106,Astoria
Bayside Lutheran School,155-14,35 AVENUE,155-14 35 AVENUE,11354,Flushing
Brooklyn Chinese American Association,5002,8 AVENUE,5002 8 AVENUE,11220,Brooklyn
Jamaica Kids Pre Sch,1,JAMAICA CENTER PLAZA,1 JAMAICA CENTER PLAZA,11432,Jamaica
Jonathan Williams Day Care Center,321,ROEBLING STREET,321 ROEBLING STREET,11211,Brooklyn
Lit'L Treasurer Ccc,467,ROGERS AVENUE,467 ROGERS AVENUE,11225,Brooklyn
Brooklyn Institute For Children,618,ROGERS AVENUE,618 ROGERS AVENUE,11225,Brooklyn
Recreation Rooms & Settlement Starrett Early Learning,125,SCHROEDERS AVENUE,125 SCHROEDERS AVENUE,11239,Brooklyn
Abc Learning Is Fun Academy,936,CLARKSON AVENUE,936 CLARKSON AVENUE,11203,Brooklyn
Community Partnership Charter School,171,CLERMONT AVENUE,171 CLERMONT AVENUE,11205,Brooklyn
"Schelkunchik, Inc. Pre-Sch",1105,CONEY ISLAND AVENUE,1105 CONEY ISLAND AVENUE,11230,Brooklyn
Shorefront Ym-Ywha Cdc,3300,CONEY ISLAND AVENUE,3300 CONEY ISLAND AVENUE,11235,Brooklyn
